orig_lon,orig_lat,dest_long,dest_lat,count
-75.44080353,40.65209961,-84.428101,33.6367,1676.0
-106.609001,35.040199,-84.428101,33.6367,9181.0
-106.609001,35.040199,-93.221802,44.882,3310.0
-106.609001,35.040199,-111.9779968,40.78839874,1238.0
-81.96450043,33.36989975,-84.428101,33.6367,4981.0
-81.96450043,33.36989975,-73.87259674,40.77719879,7.0
-73.80169678,42.74829865,-84.428101,33.6367,6531.0
-73.80169678,42.74829865,-83.35340118,42.21239853,1005.0
-73.80169678,42.74829865,-93.221802,44.882,802.0
-149.9960022,61.17440033,-84.428101,33.6367,743.0
-149.9960022,61.17440033,-83.35340118,42.21239853,127.0
-149.9960022,61.17440033,-118.4079971,33.94250107,32.0
-149.9960022,61.17440033,-93.221802,44.882,5997.0
-149.9960022,61.17440033,-122.5979996,45.58869934,60.0
-149.9960022,61.17440033,-122.308998,47.449001,6107.0
-149.9960022,61.17440033,-111.9779968,40.78839874,2608.0
-84.428101,33.6367,-75.44080353,40.65209961,1672.0
-84.428101,33.6367,-106.609001,35.040199,9216.0
-84.428101,33.6367,-81.96450043,33.36989975,4979.0
-84.428101,33.6367,-73.80169678,42.74829865,6548.0
-84.428101,33.6367,-149.9960022,61.17440033,744.0
-84.428101,33.6367,-88.51909637,44.2580986,1543.0
-84.428101,33.6367,-97.66989899,30.19449997,21377.0
-84.428101,33.6367,-82.54180145,35.43619919,3620.0
-84.428101,33.6367,-75.7233963,41.33850098,1316.0
-84.428101,33.6367,-72.68319702,41.93889999,21763.0
-84.428101,33.6367,-86.75350189,33.56290054,24468.0
-84.428101,33.6367,-108.5429993,45.80770111,11.0
-84.428101,33.6367,-88.91590118,40.47710037,692.0
-84.428101,33.6367,-86.67819977,36.12450027,28820.0
-84.428101,33.6367,-116.223,43.5644,9.0
-84.428101,33.6367,-71.00520325,42.36429977,38883.0
-84.428101,33.6367,-91.149597,30.533199,2148.0
-84.428101,33.6367,-73.15329742,44.47190094,1122.0
-84.428101,33.6367,-78.73220062,42.94049835,16980.0
-84.428101,33.6367,-76.668297,39.1754,37682.0
-84.428101,33.6367,-111.1529999,45.77750015,800.0
-84.428101,33.6367,-81.11949921,33.93880081,9624.0
-84.428101,33.6367,-81.44219971,40.91609955,7915.0
-84.428101,33.6367,-85.20379639,35.03530121,4223.0
-84.428101,33.6367,-78.45290375,38.1385994,1512.0
-84.428101,33.6367,-80.04049683,32.89860153,31554.0
-84.428101,33.6367,-91.71080017,41.88470078,757.0
-84.428101,33.6367,-81.84980011,41.4117012,15437.0
-84.428101,33.6367,-80.94309998,35.2140007,33678.0
-84.428101,33.6367,-82.891899,39.998001,24677.0
-84.428101,33.6367,-104.700996,38.805801,3507.0
-84.428101,33.6367,-81.59320068,38.37310028,1977.0
-84.428101,33.6367,-84.6678009,39.04880142,22855.0
