orig_lon,orig_lat,dest_long,dest_lat,count
-106.609001,35.040199,-101.706001,35.219398,65.0
-106.609001,35.040199,-97.66989899,30.19449997,302.0
-106.609001,35.040199,-76.668297,39.1754,5568.0
-106.609001,35.040199,-96.851799,32.847099,22744.0
-106.609001,35.040199,-104.6729965,39.86169815,10395.0
-106.609001,35.040199,-106.3779984,31.80719948,2506.0
-106.609001,35.040199,-95.27890015,29.64539909,10067.0
-106.609001,35.040199,-115.1520004,36.08010101,16774.0
-106.609001,35.040199,-118.4079971,33.94250107,11139.0
-106.609001,35.040199,-101.822998,33.663601,1307.0
-106.609001,35.040199,-102.2020035,31.94249916,1309.0
-106.609001,35.040199,-94.713898,39.2976,3959.0
-106.609001,35.040199,-81.30899811,28.42939949,2068.0
-106.609001,35.040199,-87.752403,41.785999,7041.0
-106.609001,35.040199,-122.221001,37.721298,8987.0
-106.609001,35.040199,-122.5979996,45.58869934,2692.0
-106.609001,35.040199,-112.012001,33.43429947,24926.0
-106.609001,35.040199,-117.1900024,32.73360062,7858.0
-106.609001,35.040199,-98.46980286,29.53370094,4.0
-106.609001,35.040199,-122.308998,47.449001,3767.0
-106.609001,35.040199,-121.929001,37.362598,47.0
-106.609001,35.040199,-111.9779968,40.78839874,1296.0
-106.609001,35.040199,-117.8679962,33.67570114,34.0
-106.609001,35.040199,-90.370003,38.748697,1450.0
-106.609001,35.040199,-82.53320313,27.97550011,66.0
-106.609001,35.040199,-110.9410019,32.11610031,3003.0
-73.80169678,42.74829865,-76.668297,39.1754,18867.0
-73.80169678,42.74829865,-104.6729965,39.86169815,592.0
-73.80169678,42.74829865,-80.152702,26.072599,3218.0
-73.80169678,42.74829865,-115.1520004,36.08010101,2892.0
-73.80169678,42.74829865,-81.30899811,28.42939949,7511.0
-73.80169678,42.74829865,-87.752403,41.785999,7076.0
-73.80169678,42.74829865,-81.75520325,26.53619957,128.0
-73.80169678,42.74829865,-82.53320313,27.97550011,3972.0
-101.706001,35.219398,-106.609001,35.040199,65.0
-101.706001,35.219398,-96.851799,32.847099,17336.0
-101.706001,35.219398,-104.6729965,39.86169815,4015.0
-101.706001,35.219398,-115.1520004,36.08010101,3640.0
-84.428101,33.6367,-97.66989899,30.19449997,5297.0
-84.428101,33.6367,-72.68319702,41.93889999,345.0
-84.428101,33.6367,-86.67819977,36.12450027,621.0
-84.428101,33.6367,-71.00520325,42.36429977,4357.0
-84.428101,33.6367,-76.668297,39.1754,12403.0
-84.428101,33.6367,-81.44219971,40.91609955,2502.0
-84.428101,33.6367,-81.84980011,41.4117012,1043.0
-84.428101,33.6367,-82.891899,39.998001,4001.0
-84.428101,33.6367,-96.851799,32.847099,6863.0
-84.428101,33.6367,-77.037697,38.8521,7338.0
-84.428101,33.6367,-104.6729965,39.86169815,7668.0
-84.428101,33.6367,-83.35340118,42.21239853,4333.0
-84.428101,33.6367,-80.152702,26.072599,7952.0
-84.428101,33.6367,-82.21890259,34.89569855,2802.0
-84.428101,33.6367,-95.27890015,29.64539909,11246.0
-84.428101,33.6367,-77.45580292,38.94449997,1906.0
-84.428101,33.6367,-86.294403,39.7173,4150.0
-84.428101,33.6367,-81.68789673,30.49410057,4645.0
-84.428101,33.6367,-115.1520004,36.08010101,7034.0
-84.428101,33.6367,-118.4079971,33.94250107,5844.0
-84.428101,33.6367,-73.87259674,40.77719879,8115.0
-84.428101,33.6367,-94.713898,39.2976,4590.0
-84.428101,33.6367,-81.30899811,28.42939949,10302.0
-84.428101,33.6367,-87.752403,41.785999,12300.0
-84.428101,33.6367,-87.89659882,42.94720078,3691.0
-84.428101,33.6367,-93.221802,44.882,3896.0
-84.428101,33.6367,-90.25800323,29.99340057,5818.0
-84.428101,33.6367,-122.221001,37.721298,1161.0
-84.428101,33.6367,-97.60070038,35.39310074,887.0
-84.428101,33.6367,-76.20120239,36.89459991,1253.0
-84.428101,33.6367,-80.09559631,26.68320084,3298.0
-84.428101,33.6367,-75.2410965,39.87189865,4163.0
-84.428101,33.6367,-112.012001,33.43429947,4718.0
-84.428101,33.6367,-80.23290253,40.49150085,3004.0
-84.428101,33.6367,-78.78749847,35.87760162,4081.0
-84.428101,33.6367,-77.31970215,37.50519943,4553.0
